Date,Zipcode,Pollutant,Avg Concentration (ug/m3),Daily Avg AQI,Daily Max AQI,AQI Category
2026-01-30,10010,Carbon Monoxide,265.42,2.6,3,Good
2026-01-30,10010,Overall,,53.7,61,Moderate
2026-01-31,10010,PM2.5,13.38,45.3,58,Moderate
2026-01-31,10010,PM10,13.72,8.2,12,Good
2026-01-31,10010,Ozone,37.46,18.9,24,Good
2026-01-31,10010,Nitrogen Dioxide,38.71,19.0,38,Good
2026-01-31,10010,Sulphur Dioxide,3.96,2.1,3,Good
2026-01-31,10010,Carbon Monoxide,444.08,4.1,6,Good
2026-01-31,10010,Overall,,45.3,58,Moderate
2026-02-01,10010,PM2.5,7.14,53.0,58,Moderate
2026-02-01,10010,PM10,8.26,10.7,13,Good
2026-02-01,10010,Ozone,64.75,26.3,33,Good
2026-02-01,10010,Nitrogen Dioxide,15.75,7.7,13,Good
2026-02-01,10010,Sulphur Dioxide,2.36,1.2,2,Good
2026-02-01,10010,Carbon Monoxide,243.29,2.7,5,Good
2026-02-01,10010,Overall,,53.0,58,Moderate
2026-02-02,10010,PM2.5,10.65,43.4,52,Moderate
2026-02-02,10010,PM10,11.7,8.5,10,Good
2026-02-02,10010,Ozone,60.96,30.9,34,Good
2026-02-02,10010,Nitrogen Dioxide,24.34,11.9,28,Good
2026-02-02,10010,Sulphur Dioxide,2.72,1.5,2,Good
2026-02-02,10010,Carbon Monoxide,289.88,2.6,3,Good
2026-02-02,10010,Overall,,43.4,52,Moderate
2026-02-03,10010,PM2.5,26.87,65.8,82,Moderate
2026-02-03,10010,PM10,27.57,16.6,24,Good
2026-02-03,10010,Ozone,35.38,18.6,25,Good
2026-02-03,10010,Nitrogen Dioxide,52.18,25.8,41,Good
2026-02-03,10010,Sulphur Dioxide,6.93,3.8,7,Good
2026-02-03,10010,Carbon Monoxide,478.79,4.4,7,Good
2026-02-03,10010,Overall,,65.8,82,Moderate
2026-02-04,10010,PM2.5,26.98,91.8,99,Moderate
2026-02-04,10010,PM10,27.47,28.8,32,Good
2026-02-04,10010,Ozone,25.58,11.5,28,Good
2026-02-04,10010,Nitrogen Dioxide,50.35,24.8,39,Good
2026-02-04,10010,Sulphur Dioxide,5.75,3.1,6,Good
2026-02-04,10010,Carbon Monoxide,439.12,4.1,5,Good
2026-02-04,10010,Overall,,91.8,99,Moderate
2026-02-05,10010,PM2.5,26.95,70.0,84,Moderate
2026-02-05,10010,PM10,27.32,18.1,25,Good
2026-02-05,10010,Ozone,36.96,17.4,28,Good
2026-02-05,10010,Nitrogen Dioxide,41.65,20.5,43,Good
2026-02-05,10010,Sulphur Dioxide,7.48,4.1,12,Good
2026-02-05,10010,Carbon Monoxide,568.92,4.5,9,Good
2026-02-05,10010,Overall,,70.0,84,Moderate
2026-02-06,10010,PM2.5,35.47,101.5,110,Unhealthy for Sensitive Groups
2026-02-06,10010,PM10,36.2,33.1,37,Good
2026-02-06,10010,Ozone,22.21,10.4,24,Good
2026-02-06,10010,Nitrogen Dioxide,65.31,32.2,44,Good
2026-02-06,10010,Sulphur Dioxide,8.64,4.8,9,Good
2026-02-06,10010,Carbon Monoxide,507.08,5.9,10,Good
2026-02-06,10010,Overall,,101.5,110,Unhealthy for Sensitive Groups
2026-02-07,10010,PM2.5,15.42,89.1,100,Moderate
2026-02-07,10010,PM10,16.3,27.8,33,Good
2026-02-07,10010,Ozone,51.21,19.1,31,Good
2026-02-07,10010,Nitrogen Dioxide,20.89,10.2,34,Good
2026-02-07,10010,Sulphur Dioxide,4.0,2.3,7,Good
2026-02-07,10010,Carbon Monoxide,258.62,3.2,6,Good
2026-02-07,10010,Overall,,89.1,100,Moderate
2026-02-08,10010,PM2.5,6.48,39.5,62,Moderate
2026-02-08,10010,PM10,7.6,7.9,15,Good
2026-02-08,10010,Ozone,64.29,30.3,32,Good
2026-02-08,10010,Nitrogen Dioxide,11.22,5.5,11,Good
2026-02-08,10010,Sulphur Dioxide,1.71,1.0,1,Good
2026-02-08,10010,Carbon Monoxide,230.71,2.0,2,Good
2026-02-08,10010,Overall,,39.5,62,Moderate
2026-02-09,10010,PM2.5,12.97,42.1,56,Moderate
2026-02-09,10010,PM10,13.3,7.5,11,Good
2026-02-09,10010,Ozone,51.25,27.6,30,Good
2026-02-09,10010,Nitrogen Dioxide,27.72,13.7,39,Good
2026-02-09,10010,Sulphur Dioxide,3.11,1.7,3,Good
2026-02-09,10010,Carbon Monoxide,374.54,3.0,5,Good
2026-02-09,10010,Overall,,42.1,56,Moderate
2026-02-10,10010,PM2.5,31.75,79.2,95,Moderate
2026-02-10,10010,PM10,32.89,22.8,30,Good
2026-02-10,10010,Ozone,19.79,9.4,21,Good
2026-02-10,10010,Nitrogen Dioxide,64.31,31.6,40,Good
2026-02-10,10010,Sulphur Dioxide,7.47,4.1,7,Good
2026-02-10,10010,Carbon Monoxide,548.83,5.5,8,Good
2026-02-10,10010,Overall,,79.2,95,Moderate
2026-02-11,10010,PM2.5,18.32,85.8,94,Moderate
2026-02-11,10010,PM10,19.15,26.8,31,Good
2026-02-11,10010,Ozone,43.33,16.6,29,Good
2026-02-11,10010,Nitrogen Dioxide,33.02,16.3,38,Good
2026-02-11,10010,Sulphur Dioxide,4.14,2.1,4,Good
2026-02-11,10010,Carbon Monoxide,300.29,3.2,4,Good
2026-02-11,10010,Overall,,85.8,94,Moderate
2026-02-12,10010,PM2.5,4.55,39.8,68,Moderate
2026-02-12,10010,PM10,4.68,7.8,17,Good
2026-02-12,10010,Ozone,66.29,29.6,35,Good
2026-02-12,10010,Nitrogen Dioxide,15.23,7.5,15,Good
2026-02-12,10010,Sulphur Dioxide,2.34,1.1,2,Good
2026-02-12,10010,Carbon Monoxide,219.46,2.0,2,Good
2026-02-12,10010,Overall,,43.2,68,Moderate
2026-02-13,10010,PM2.5,15.62,40.0,60,Moderate
2026-02-13,10010,PM10,16.29,7.3,14,Good
2026-02-13,10010,Ozone,58.0,30.5,34,Good
2026-02-13,10010,Nitrogen Dioxide,32.56,16.1,38,Good
2026-02-13,10010,Sulphur Dioxide,3.91,2.0,3,Good
2026-02-13,10010,Carbon Monoxide,328.21,2.7,4,Good
2026-02-13,10010,Overall,,41.2,60,Moderate
2026-02-14,10010,PM2.5,43.32,84.3,114,Unhealthy for Sensitive Groups
2026-02-14,10010,PM10,44.72,25.6,39,Good
2026-02-14,10010,Ozone,36.38,17.8,28,Good
2026-02-14,10010,Nitrogen Dioxide,51.22,25.2,43,Good
2026-02-14,10010,Sulphur Dioxide,9.99,5.5,12,Good
2026-02-14,10010,Carbon Monoxide,490.04,3.8,6,Good
2026-02-14,10010,Overall,,84.3,114,Unhealthy for Sensitive Groups
2026-02-15,10010,PM2.5,40.48,141.2,151,Unhealthy
2026-02-15,10010,PM10,41.59,48.1,52,Moderate
2026-02-15,10010,Ozone,13.62,5.6,14,Good
2026-02-15,10010,Nitrogen Dioxide,66.77,32.9,40,Good
2026-02-15,10010,Sulphur Dioxide,9.7,5.4,12,Good
2026-02-15,10010,Carbon Monoxide,720.25,7.8,11,Good
2026-02-15,10010,Overall,,141.2,151,Unhealthy
2026-02-16,10010,PM2.5,20.3,74.8,112,Unhealthy for Sensitive Groups
2026-02-16,10010,PM10,23.42,22.1,38,Good
2026-02-16,10010,Ozone,56.21,26.5,35,Good
2026-02-16,10010,Nitrogen Dioxide,39.1,19.2,48,Good
2026-02-16,10010,Sulphur Dioxide,6.73,3.8,8,Good
2026-02-16,10010,Carbon Monoxide,389.12,3.0,6,Good
2026-02-16,10010,Overall,,74.8,112,Unhealthy for Sensitive Groups
2026-02-17,10010,PM2.5,41.75,93.8,113,Unhealthy for Sensitive Groups
2026-02-17,10010,PM10,43.2,31.2,38,Good
2026-02-17,10010,Ozone,14.54,7.2,16,Good
2026-02-17,10010,Nitrogen Dioxide,61.72,30.3,46,Good
2026-02-17,10010,Sulphur Dioxide,11.88,6.5,8,Good
2026-02-17,10010,Carbon Monoxide,414.67,4.3,7,Good
2026-02-17,10010,Overall,,93.8,113,Unhealthy for Sensitive Groups
2026-02-18,10010,PM2.5,59.36,141.6,154,Unhealthy
2026-02-18,10010,PM10,60.03,48.5,54,Moderate
2026-02-18,10010,Ozone,3.04,1.9,7,Good
2026-02-18,10010,Nitrogen Dioxide,68.95,34.0,41,Good
2026-02-18,10010,Sulphur Dioxide,14.96,8.1,10,Good
2026-02-18,10010,Carbon Monoxide,711.38,6.2,8,Good
2026-02-18,10010,Overall,,141.6,154,Unhealthy
2026-02-19,10010,PM2.5,19.57,111.8,153,Unhealthy
2026-02-19,10010,PM10,21.4,36.7,53,Moderate
2026-02-19,10010,Ozone,30.33,13.0,22,Good
2026-02-19,10010,Nitrogen Dioxide,48.07,23.6,36,Good
2026-02-19,10010,Sulphur Dioxide,6.12,3.3,6,Good
2026-02-19,10010,Carbon Monoxide,421.71,5.1,9,Good
2026-02-19,10010,Overall,,111.8,153,Unhealthy
2026-02-20,10010,PM2.5,12.77,61.2,70,Moderate
2026-02-20,10010,PM10,15.86,16.2,19,Good
2026-02-20,10010,Ozone,31.25,14.4,20,Good
2026-02-20,10010,Nitrogen Dioxide,43.08,21.2,35,Good
2026-02-20,10010,Sulphur Dioxide,4.61,2.5,4,Good
2026-02-20,10010,Carbon Monoxide,286.0,2.7,3,Good
2026-02-20,10010,Overall,,61.2,70,Moderate
2026-02-21,10010,PM2.5,15.25,58.7,61,Moderate
2026-02-21,10010,PM10,15.92,14.1,15,Good
2026-02-21,10010,Ozone,21.42,10.1,22,Good
2026-02-21,10010,Nitrogen Dioxide,39.49,19.4,36,Good
2026-02-21,10010,Sulphur Dioxide,6.16,3.5,6,Good
2026-02-21,10010,Carbon Monoxide,446.46,3.5,6,Good
2026-02-21,10010,Overall,,58.7,61,Moderate
2026-02-22,10010,PM2.5,16.07,66.3,70,Moderate
2026-02-22,10010,PM10,17.7,16.5,19,Good
2026-02-22,10010,Ozone,29.67,9.9,25,Good
2026-02-22,10010,Nitrogen Dioxide,36.19,17.7,27,Good
2026-02-22,10010,Sulphur Dioxide,5.6,3.0,5,Good
2026-02-22,10010,Carbon Monoxide,359.0,4.4,8,Good
2026-02-22,10010,Overall,,66.3,70,Moderate
2026-02-23,10010,PM2.5,6.65,46.2,63,Moderate
2026-02-23,10010,PM10,8.67,10.1,16,Good
2026-02-23,10010,Ozone,76.21,33.6,38,Good
2026-02-23,10010,Nitrogen Dioxide,11.81,5.8,10,Good
2026-02-23,10010,Sulphur Dioxide,2.4,1.1,2,Good
2026-02-23,10010,Carbon Monoxide,208.58,2.0,2,Good
2026-02-23,10010,Overall,,46.2,63,Moderate
2026-02-24,10010,PM2.5,9.78,39.4,48,Good
2026-02-24,10010,PM10,10.79,8.2,9,Good
2026-02-24,10010,Ozone,59.33,32.5,36,Good
2026-02-24,10010,Nitrogen Dioxide,24.41,12.0,41,Good
2026-02-24,10010,Sulphur Dioxide,3.24,1.7,5,Good
2026-02-24,10010,Carbon Monoxide,334.71,2.4,5,Good
2026-02-24,10010,Overall,,39.4,48,Good
2026-02-25,10010,PM2.5,25.12,66.5,81,Moderate
2026-02-25,10010,PM10,26.47,17.0,24,Good
2026-02-25,10010,Ozone,46.29,20.1,29,Good
2026-02-25,10010,Nitrogen Dioxide,41.34,20.2,40,Good
2026-02-25,10010,Sulphur Dioxide,6.3,3.4,5,Good
2026-02-25,10010,Carbon Monoxide,299.75,3.5,6,Good
2026-02-25,10010,Overall,,66.5,81,Moderate
2026-02-26,10010,PM2.5,36.64,90.5,102,Unhealthy for Sensitive Groups
2026-02-26,10010,PM10,38.33,29.2,35,Good
2026-02-26,10010,Ozone,45.38,23.0,35,Good
2026-02-26,10010,Nitrogen Dioxide,52.65,26.0,56,Moderate
2026-02-26,10010,Sulphur Dioxide,7.26,4.0,9,Good
2026-02-26,10010,Carbon Monoxide,499.83,3.8,7,Good
2026-02-26,10010,Overall,,90.5,102,Unhealthy for Sensitive Groups
2026-02-27,10010,PM2.5,29.29,93.9,103,Unhealthy for Sensitive Groups
2026-02-27,10010,PM10,30.76,30.3,35,Good
2026-02-27,10010,Ozone,38.17,17.8,31,Good
2026-02-27,10010,Nitrogen Dioxide,62.2,30.6,47,Good
2026-02-27,10010,Sulphur Dioxide,7.12,3.8,6,Good
2026-02-27,10010,Carbon Monoxide,575.88,6.1,8,Good
2026-02-27,10010,Overall,,93.9,103,Unhealthy for Sensitive Groups
2026-02-28,10010,PM2.5,42.02,96.1,111,Unhealthy for Sensitive Groups
2026-02-28,10010,PM10,48.93,33.8,42,Good
2026-02-28,10010,Ozone,30.83,14.1,33,Good
2026-02-28,10010,Nitrogen Dioxide,73.53,36.6,68,Moderate
2026-02-28,10010,Sulphur Dioxide,10.41,5.6,15,Good
2026-02-28,10010,Carbon Monoxide,833.71,6.8,12,Good
2026-02-28,10010,Overall,,96.1,111,Unhealthy for Sensitive Groups
2026-03-01,10010,PM2.5,25.35,122.0,139,Unhealthy for Sensitive Groups
2026-03-01,10010,PM10,27.9,45.1,52,Moderate
2026-03-01,10010,Ozone,47.46,18.8,37,Good
2026-03-01,10010,Nitrogen Dioxide,49.99,24.9,65,Moderate
2026-03-01,10010,Sulphur Dioxide,5.98,3.4,14,Good
2026-03-01,10010,Carbon Monoxide,530.5,6.8,14,Good
2026-03-01,10010,Overall,,122.0,139,Unhealthy for Sensitive Groups
2026-03-02,10010,PM2.5,17.06,58.2,81,Moderate
2026-03-02,10010,PM10,18.95,13.6,25,Good
2026-03-02,10010,Ozone,52.88,27.6,33,Good
2026-03-02,10010,Nitrogen Dioxide,37.87,18.7,45,Good
2026-03-02,10010,Sulphur Dioxide,6.27,3.4,7,Good
2026-03-02,10010,Carbon Monoxide,351.92,3.3,4,Good
2026-03-02,10010,Overall,,58.2,81,Moderate
2026-03-03,10010,PM2.5,22.37,73.8,76,Moderate
2026-03-03,10010,PM10,26.05,22.2,24,Good
2026-03-03,10010,Ozone,25.54,12.3,26,Good
2026-03-03,10010,Nitrogen Dioxide,64.91,31.9,45,Good
2026-03-03,10010,Sulphur Dioxide,5.9,3.2,5,Good
2026-03-03,10010,Carbon Monoxide,551.42,4.5,7,Good
2026-03-03,10010,Overall,,73.8,76,Moderate
2026-03-04,10010,PM2.5,27.45,70.8,82,Moderate
2026-03-04,10010,PM10,28.57,20.4,25,Good
2026-03-04,10010,Ozone,23.38,10.8,25,Good
2026-03-04,10010,Nitrogen Dioxide,59.93,29.5,51,Moderate
2026-03-04,10010,Sulphur Dioxide,10.12,5.5,10,Good
2026-03-04,10010,Carbon Monoxide,493.46,5.2,8,Good
2026-03-04,10010,Overall,,70.8,82,Moderate
2026-03-05,10010,PM2.5,44.9,124.6,150,Unhealthy for Sensitive Groups
2026-03-05,10010,PM10,46.43,42.2,51,Moderate
2026-03-05,10010,Ozone,4.25,1.5,9,Good
2026-03-05,10010,Nitrogen Dioxide,74.87,37.0,44,Good
2026-03-05,10010,Sulphur Dioxide,12.73,7.0,10,Good
2026-03-05,10010,Carbon Monoxide,684.21,6.7,8,Good
2026-03-05,10010,Overall,,124.6,150,Unhealthy for Sensitive Groups
2026-03-06,10010,PM2.5,7.51,73.8,124,Unhealthy for Sensitive Groups
2026-03-06,10010,PM10,7.79,20.5,42,Good
2026-03-06,10010,Ozone,48.21,21.6,28,Good
2026-03-06,10010,Nitrogen Dioxide,34.24,16.8,33,Good
2026-03-06,10010,Sulphur Dioxide,5.06,2.8,4,Good
2026-03-06,10010,Carbon Monoxide,275.5,3.0,6,Good
2026-03-06,10010,Overall,,73.8,124,Unhealthy for Sensitive Groups
2026-03-07,10010,PM2.5,14.12,51.7,59,Moderate
2026-03-07,10010,PM10,15.35,10.1,14,Good
2026-03-07,10010,Ozone,25.88,12.8,20,Good
2026-03-07,10010,Nitrogen Dioxide,50.44,24.9,34,Good
2026-03-07,10010,Sulphur Dioxide,6.72,3.6,4,Good
2026-03-07,10010,Carbon Monoxide,328.0,3.1,4,Good
2026-03-07,10010,Overall,,51.7,59,Moderate
2026-03-08,10010,PM2.5,13.5,62.8,65,Moderate
2026-03-08,10010,PM10,13.81,15.0,16,Good
2026-03-08,10010,Ozone,30.71,13.7,21,Good
2026-03-08,10010,Nitrogen Dioxide,34.47,17.0,32,Good
2026-03-08,10010,Sulphur Dioxide,7.7,4.2,6,Good
2026-03-08,10010,Carbon Monoxide,253.5,2.5,4,Good
2026-03-08,10010,Overall,,62.8,65,Moderate
2026-03-09,10010,PM2.5,16.99,58.1,64,Moderate
2026-03-09,10010,PM10,17.21,12.4,15,Good
2026-03-09,10010,Ozone,28.33,14.0,26,Good
2026-03-09,10010,Nitrogen Dioxide,50.1,24.7,43,Good
2026-03-09,10010,Sulphur Dioxide,13.02,7.2,10,Good
2026-03-09,10010,Carbon Monoxide,391.21,3.5,4,Good
2026-03-09,10010,Overall,,58.1,64,Moderate
2026-03-10,10010,PM2.5,23.97,74.7,80,Moderate
2026-03-10,10010,PM10,24.01,20.3,23,Good
2026-03-10,10010,Ozone,24.25,10.4,22,Good
2026-03-10,10010,Nitrogen Dioxide,56.17,27.8,41,Good
2026-03-10,10010,Sulphur Dioxide,12.05,6.6,9,Good
2026-03-10,10010,Carbon Monoxide,426.04,4.1,5,Good
2026-03-10,10010,Overall,,74.7,80,Moderate
2026-03-11,10010,PM2.5,16.81,70.9,78,Moderate
2026-03-11,10010,PM10,17.02,18.5,22,Good
2026-03-11,10010,Ozone,45.29,17.5,30,Good
2026-03-11,10010,Nitrogen Dioxide,45.94,22.7,34,Good
2026-03-11,10010,Sulphur Dioxide,7.36,4.0,5,Good
2026-03-11,10010,Carbon Monoxide,297.54,3.3,5,Good
2026-03-11,10010,Overall,,70.9,78,Moderate
2026-03-12,10010,PM2.5,5.16,50.4,65,Moderate
2026-03-12,10010,PM10,5.22,10.0,15,Good
2026-03-12,10010,Ozone,60.5,28.7,32,Good
2026-03-12,10010,Nitrogen Dioxide,20.67,10.2,17,Good
2026-03-12,10010,Sulphur Dioxide,3.8,2.1,3,Good
2026-03-12,10010,Carbon Monoxide,225.75,2.2,3,Good
2026-03-12,10010,Overall,,50.4,65,Moderate
2026-03-13,10010,PM2.5,5.5,28.0,31,Good
2026-03-13,10010,PM10,6.33,4.8,6,Good
2026-03-13,10010,Ozone,71.75,30.8,38,Good
2026-03-13,10010,Nitrogen Dioxide,18.42,9.1,18,Good
2026-03-13,10010,Sulphur Dioxide,4.15,2.3,4,Good
2026-03-13,10010,Carbon Monoxide,217.46,2.1,3,Good
2026-03-13,10010,Overall,,31.3,38,Good
2026-03-14,10010,PM2.5,5.7,34.7,40,Good
2026-03-14,10010,PM10,6.01,6.4,7,Good
2026-03-14,10010,Ozone,75.21,35.8,43,Good
2026-03-14,10010,Nitrogen Dioxide,17.86,8.8,15,Good
2026-03-14,10010,Sulphur Dioxide,4.4,2.4,4,Good
2026-03-14,10010,Carbon Monoxide,219.79,2.0,2,Good
2026-03-14,10010,Overall,,38.5,43,Good
2026-03-15,10010,PM2.5,7.3,31.9,40,Good
2026-03-15,10010,PM10,8.29,5.5,7,Good
2026-03-15,10010,Ozone,71.96,32.5,39,Good
2026-03-15,10010,Nitrogen Dioxide,20.65,10.3,19,Good
2026-03-15,10010,Sulphur Dioxide,4.21,2.3,4,Good
2026-03-15,10010,Carbon Monoxide,237.67,2.3,3,Good
2026-03-15,10010,Overall,,33.5,40,Good
2026-03-16,10010,PM2.5,6.78,42.5,44,Good
2026-03-16,10010,PM10,7.99,8.5,9,Good
2026-03-16,10010,Ozone,59.42,30.8,45,Good
2026-03-16,10010,Nitrogen Dioxide,18.66,9.2,18,Good
2026-03-16,10010,Sulphur Dioxide,2.24,1.2,2,Good
2026-03-16,10010,Carbon Monoxide,166.83,2.0,2,Good
2026-03-16,10010,Overall,,42.7,45,Good
2026-03-17,10010,PM2.5,4.7,29.6,38,Good
2026-03-17,10010,PM10,5.05,5.3,7,Good
2026-03-17,10010,Ozone,82.46,35.7,42,Good
2026-03-17,10010,Nitrogen Dioxide,9.09,4.5,9,Good
2026-03-17,10010,Sulphur Dioxide,2.98,1.6,2,Good
2026-03-17,10010,Carbon Monoxide,198.08,1.8,2,Good
2026-03-17,10010,Overall,,37.9,42,Good
2026-03-18,10010,PM2.5,8.6,33.8,47,Good
2026-03-18,10010,PM10,9.05,5.9,8,Good
2026-03-18,10010,Ozone,64.75,34.6,38,Good
2026-03-18,10010,Nitrogen Dioxide,26.38,13.0,39,Good
2026-03-18,10010,Sulphur Dioxide,4.86,2.7,5,Good
2026-03-18,10010,Carbon Monoxide,255.46,2.2,3,Good
2026-03-18,10010,Overall,,37.3,47,Good
2026-03-19,10010,PM2.5,11.22,51.0,54,Moderate
2026-03-19,10010,PM10,12.61,9.4,11,Good
2026-03-19,10010,Ozone,52.12,23.8,37,Good
2026-03-19,10010,Nitrogen Dioxide,39.35,19.4,43,Good
2026-03-19,10010,Sulphur Dioxide,6.5,3.5,5,Good
2026-03-19,10010,Carbon Monoxide,276.5,2.7,3,Good
2026-03-19,10010,Overall,,51.0,54,Moderate
2026-03-20,10010,PM2.5,12.81,57.8,60,Moderate
2026-03-20,10010,PM10,13.13,12.9,14,Good
2026-03-20,10010,Ozone,60.21,23.8,40,Good
2026-03-20,10010,Nitrogen Dioxide,34.56,17.1,26,Good
2026-03-20,10010,Sulphur Dioxide,8.03,4.3,6,Good
2026-03-20,10010,Carbon Monoxide,276.42,2.8,3,Good
2026-03-20,10010,Overall,,57.8,60,Moderate
2026-03-21,10010,PM2.5,14.53,60.3,62,Moderate
2026-03-21,10010,PM10,14.82,13.3,14,Good
2026-03-21,10010,Ozone,60.08,32.2,40,Good
2026-03-21,10010,Nitrogen Dioxide,28.73,14.2,35,Good
2026-03-21,10010,Sulphur Dioxide,5.49,2.9,4,Good
2026-03-21,10010,Carbon Monoxide,316.0,2.9,4,Good
2026-03-21,10010,Overall,,60.3,62,Moderate
2026-03-22,10010,PM2.5,17.62,58.5,66,Moderate
2026-03-22,10010,PM10,19.39,13.2,17,Good
2026-03-22,10010,Ozone,49.46,24.3,38,Good
2026-03-22,10010,Nitrogen Dioxide,45.49,22.5,52,Moderate
2026-03-22,10010,Sulphur Dioxide,6.92,3.8,6,Good
2026-03-22,10010,Carbon Monoxide,361.75,3.4,5,Good
2026-03-22,10010,Overall,,58.5,66,Moderate
2026-03-23,10010,PM2.5,8.03,62.7,68,Moderate
2026-03-23,10010,PM10,8.19,15.0,18,Good
2026-03-23,10010,Ozone,55.25,20.2,33,Good
2026-03-23,10010,Nitrogen Dioxide,23.43,11.5,42,Good
2026-03-23,10010,Sulphur Dioxide,4.11,2.2,5,Good
2026-03-23,10010,Carbon Monoxide,310.25,3.5,5,Good
2026-03-23,10010,Overall,,62.7,68,Moderate
2026-03-24,10010,PM2.5,7.5,30.5,45,Good
2026-03-24,10010,PM10,8.05,5.5,7,Good
2026-03-24,10010,Ozone,70.67,36.1,41,Good
2026-03-24,10010,Nitrogen Dioxide,22.07,10.8,33,Good
2026-03-24,10010,Sulphur Dioxide,3.76,2.0,4,Good
2026-03-24,10010,Carbon Monoxide,232.83,2.1,3,Good
2026-03-24,10010,Overall,,37.6,45,Good
2026-03-25,10010,PM2.5,12.81,54.1,58,Moderate
2026-03-25,10010,PM10,13.49,10.9,13,Good
2026-03-25,10010,Ozone,51.83,21.0,34,Good
2026-03-25,10010,Nitrogen Dioxide,34.82,17.1,25,Good
2026-03-25,10010,Sulphur Dioxide,8.39,4.6,7,Good
2026-03-25,10010,Carbon Monoxide,298.5,3.0,4,Good
2026-03-25,10010,Overall,,54.1,58,Moderate
2026-03-26,10010,PM2.5,12.58,54.1,57,Moderate
2026-03-26,10010,PM10,13.18,11.0,12,Good
2026-03-26,10010,Ozone,85.38,37.5,45,Good
2026-03-26,10010,Nitrogen Dioxide,25.16,12.3,24,Good
2026-03-26,10010,Sulphur Dioxide,7.35,4.0,6,Good
2026-03-26,10010,Carbon Monoxide,242.83,2.2,3,Good
2026-03-26,10010,Overall,,54.1,57,Moderate
2026-03-27,10010,PM2.5,7.38,53.7,58,Moderate
2026-03-27,10010,PM10,7.54,10.4,12,Good
2026-03-27,10010,Ozone,70.54,38.1,44,Good
2026-03-27,10010,Nitrogen Dioxide,22.56,11.0,33,Good
2026-03-27,10010,Sulphur Dioxide,4.05,2.2,3,Good
2026-03-27,10010,Carbon Monoxide,270.58,2.4,3,Good
2026-03-27,10010,Overall,,53.7,58,Moderate
2026-03-28,10010,PM2.5,8.56,37.9,45,Good
2026-03-28,10010,PM10,9.35,6.6,8,Good
2026-03-28,10010,Ozone,70.12,31.5,43,Good
2026-03-28,10010,Nitrogen Dioxide,19.58,9.7,37,Good
2026-03-28,10010,Sulphur Dioxide,2.89,1.6,3,Good
2026-03-28,10010,Carbon Monoxide,273.83,2.4,3,Good
2026-03-28,10010,Overall,,38.4,45,Good
2026-03-29,10010,PM2.5,20.12,65.7,74,Moderate
2026-03-29,10010,PM10,20.85,16.6,20,Good
2026-03-29,10010,Ozone,43.38,18.4,38,Good
2026-03-29,10010,Nitrogen Dioxide,46.86,23.0,38,Good
2026-03-29,10010,Sulphur Dioxide,8.46,4.6,7,Good
2026-03-29,10010,Carbon Monoxide,353.33,3.6,5,Good
2026-03-29,10010,Overall,,65.7,74,Moderate
2026-03-30,10010,PM2.5,9.38,54.6,71,Moderate
2026-03-30,10010,PM10,9.79,11.0,19,Good
2026-03-30,10010,Ozone,77.25,35.2,40,Good
2026-03-30,10010,Nitrogen Dioxide,22.5,11.0,21,Good
2026-03-30,10010,Sulphur Dioxide,6.56,3.5,4,Good
2026-03-30,10010,Carbon Monoxide,232.75,2.0,2,Good
2026-03-30,10010,Overall,,54.6,71,Moderate
2026-03-31,10010,PM2.5,12.09,54.7,58,Moderate
2026-03-31,10010,PM10,12.29,10.9,12,Good
2026-03-31,10010,Ozone,74.08,33.7,41,Good
2026-03-31,10010,Nitrogen Dioxide,25.75,12.8,21,Good
2026-03-31,10010,Sulphur Dioxide,6.48,3.5,4,Good
2026-03-31,10010,Carbon Monoxide,225.38,2.0,3,Good
2026-03-31,10010,Overall,,54.7,58,Moderate
2026-04-01,10010,PM2.5,10.75,54.3,56,Moderate
2026-04-01,10010,PM10,11.29,10.6,11,Good
2026-04-01,10010,Ozone,68.12,33.2,38,Good
2026-04-01,10010,Nitrogen Dioxide,22.78,11.2,18,Good
2026-04-01,10010,Sulphur Dioxide,6.0,3.2,5,Good
2026-04-01,10010,Carbon Monoxide,232.25,2.1,3,Good
2026-04-01,10010,Overall,,54.3,56,Moderate
2026-04-02,10010,PM2.5,5.71,47.5,54,Moderate
2026-04-02,10010,PM10,5.99,8.5,10,Good
2026-04-02,10010,Ozone,71.17,32.2,35,Good
2026-04-02,10010,Nitrogen Dioxide,17.03,8.4,13,Good
2026-04-02,10010,Sulphur Dioxide,3.43,2.0,2,Good
2026-04-02,10010,Carbon Monoxide,232.5,2.2,3,Good
2026-04-02,10010,Overall,,47.5,54,Moderate
2026-04-03,10010,PM2.5,11.71,37.0,54,Moderate
2026-04-03,10010,PM10,12.95,6.9,11,Good
2026-04-03,10010,Ozone,54.12,27.9,32,Good
2026-04-03,10010,Nitrogen Dioxide,29.99,14.8,31,Good
2026-04-03,10010,Sulphur Dioxide,5.84,3.0,4,Good
2026-04-03,10010,Carbon Monoxide,240.5,2.1,3,Good
2026-04-03,10010,Overall,,37.3,54,Moderate
2026-04-04,10010,PM2.5,9.99,58.5,63,Moderate
2026-04-04,10010,PM10,10.47,12.9,15,Good
2026-04-04,10010,Ozone,56.58,23.4,36,Good
2026-04-04,10010,Nitrogen Dioxide,24.55,12.0,26,Good
2026-04-04,10010,Sulphur Dioxide,5.49,3.1,4,Good
2026-04-04,10010,Carbon Monoxide,251.54,2.4,3,Good
